,grade,term,home_ownership,emp_length,safe_loans
42776,D, 36 months,MORTGAGE,6 years,-1
42777,B, 60 months,RENT,5 years,1
42778,C, 36 months,MORTGAGE,10+ years,-1
42779,B, 36 months,OWN,2 years,-1
42780,A, 36 months,RENT,3 years,1
42781,C, 60 months,MORTGAGE,6 years,1
42782,B, 36 months,MORTGAGE,3 years,1
42783,C, 36 months,RENT,5 years,1
42784,B, 36 months,RENT,2 years,-1
42785,A, 36 months,RENT,2 years,1
42786,B, 36 months,RENT,1 year,1
42787,B, 36 months,MORTGAGE,< 1 year,1
42788,A, 36 months,RENT,1 year,-1
42789,B, 36 months,RENT,10+ years,1
42790,D, 36 months,RENT,4 years,-1
42791,C, 60 months,MORTGAGE,7 years,-1
42792,C, 36 months,RENT,3 years,1
42793,B, 36 months,MORTGAGE,7 years,1
42794,A, 36 months,RENT,1 year,1
42795,C, 60 months,RENT,2 years,-1
42796,B, 36 months,MORTGAGE,4 years,-1
42797,B, 36 months,RENT,3 years,1
42798,D, 60 months,MORTGAGE,4 years,-1
42799,B, 36 months,RENT,3 years,-1
42800,C, 36 months,RENT,< 1 year,1
42801,B, 36 months,MORTGAGE,< 1 year,1
42802,A, 36 months,RENT,10+ years,1
42803,B, 36 months,MORTGAGE,10+ years,1
42804,B, 36 months,MORTGAGE,10+ years,1
42805,F, 60 months,MORTGAGE,10+ years,-1
42806,D, 36 months,OWN,3 years,-1
42807,D, 36 months,MORTGAGE,10+ years,1
42808,A, 36 months,MORTGAGE,10+ years,1
42809,C, 36 months,MORTGAGE,8 years,1
42810,C, 36 months,RENT,3 years,1
42811,D, 36 months,MORTGAGE,7 years,-1
42812,A, 36 months,MORTGAGE,10+ years,1
42813,D, 36 months,OWN,,-1
42814,C, 36 months,MORTGAGE,7 years,-1
42815,E, 60 months,MORTGAGE,10+ years,-1
42816,A, 36 months,RENT,10+ years,-1
42817,C, 60 months,RENT,5 years,-1
42818,F, 60 months,RENT,1 year,-1
42819,C, 36 months,MORTGAGE,10+ years,1
42820,A, 36 months,MORTGAGE,3 years,1
42821,B, 36 months,MORTGAGE,10+ years,1
42822,F, 60 months,RENT,< 1 year,1
42823,C, 60 months,MORTGAGE,5 years,1
42824,C, 36 months,RENT,3 years,-1
42825,C, 36 months,RENT,10+ years,-1
42826,A, 36 months,RENT,4 years,1
42827,C, 36 months,RENT,9 years,-1
42828,C, 36 months,RENT,7 years,1
42829,A, 36 months,MORTGAGE,6 years,1
42830,B, 36 months,RENT,< 1 year,1
42831,C, 36 months,MORTGAGE,,1
42832,C, 36 months,RENT,5 years,1
42833,C, 36 months,RENT,10+ years,1
42834,C, 36 months,RENT,< 1 year,-1
42835,A, 36 months,MORTGAGE,9 years,1
42836,A, 36 months,MORTGAGE,7 years,1
42837,B, 36 months,RENT,10+ years,-1
42838,D, 60 months,MORTGAGE,6 years,-1
42839,C, 36 months,OWN,10+ years,-1
42840,A, 36 months,OWN,4 years,1
42841,D, 36 months,MORTGAGE,4 years,-1
42842,B, 60 months,MORTGAGE,10+ years,-1
42843,A, 36 months,MORTGAGE,10+ years,1
42844,D, 36 months,RENT,6 years,1
42845,A, 36 months,RENT,4 years,1
42846,D, 60 months,RENT,10+ years,-1
42847,D, 60 months,MORTGAGE,5 years,-1
42848,D, 36 months,RENT,< 1 year,1
42849,E, 36 months,MORTGAGE,8 years,-1
42850,A, 36 months,MORTGAGE,8 years,1
42851,B, 36 months,MORTGAGE,7 years,-1
42852,C, 60 months,RENT,7 years,-1
42853,A, 36 months,MORTGAGE,1 year,1
42854,E, 60 months,RENT,10+ years,-1
42855,B, 36 months,OWN,10+ years,-1
42856,A, 36 months,RENT,4 years,1
42857,B, 36 months,RENT,3 years,-1
42858,A, 36 months,RENT,1 year,-1
42859,B, 36 months,MORTGAGE,4 years,1
42860,B, 36 months,RENT,2 years,1
42861,B, 36 months,RENT,3 years,-1
42862,C, 36 months,RENT,5 years,-1
42863,C, 36 months,RENT,8 years,1
42864,C, 36 months,MORTGAGE,5 years,-1
42865,E, 36 months,RENT,,-1
42866,C, 36 months,RENT,5 years,1
42867,B, 36 months,RENT,8 years,-1
42868,C, 36 months,MORTGAGE,10+ years,1
42869,C, 36 months,MORTGAGE,8 years,1
42870,C, 36 months,MORTGAGE,3 years,-1
42871,A, 36 months,RENT,7 years,-1
42872,D, 36 months,RENT,4 years,-1
42873,D, 36 months,RENT,9 years,-1
42874,C, 60 months,MORTGAGE,2 years,-1
42875,B, 36 months,RENT,10+ years,-1
42876,D, 36 months,RENT,3 years,-1
42877,F, 60 months,RENT,,-1
42878,D, 36 months,MORTGAGE,< 1 year,-1
42879,A, 36 months,OWN,1 year,-1
42880,C, 60 months,MORTGAGE,10+ years,-1
42881,C, 36 months,RENT,2 years,1
42882,B, 36 months,RENT,4 years,1
42883,A, 36 months,MORTGAGE,6 years,1
42884,E, 60 months,MORTGAGE,3 years,-1
42885,B, 60 months,MORTGAGE,8 years,-1
42886,D, 36 months,MORTGAGE,9 years,-1
42887,B, 36 months,MORTGAGE,10+ years,1
42888,C, 36 months,MORTGAGE,10+ years,1
42889,E, 60 months,RENT,1 year,-1
42890,B, 36 months,RENT,6 years,1
42891,D, 60 months,MORTGAGE,7 years,-1
42892,B, 36 months,MORTGAGE,5 years,1
42893,B, 36 months,MORTGAGE,< 1 year,1
42894,C, 60 months,RENT,9 years,1
42895,C, 36 months,MORTGAGE,10+ years,1
42896,C, 36 months,RENT,4 years,-1
42897,B, 36 months,RENT,8 years,1
42898,B, 36 months,RENT,< 1 year,1
42899,C, 36 months,MORTGAGE,10+ years,1
42900,C, 36 months,RENT,3 years,-1
42901,B, 36 months,RENT,2 years,1
42902,E, 60 months,RENT,6 years,1
42903,D, 36 months,MORTGAGE,,1
42904,D, 36 months,RENT,10+ years,-1
42905,B, 36 months,MORTGAGE,10+ years,1
42906,B, 36 months,RENT,3 years,1
42907,D, 36 months,MORTGAGE,5 years,1
42908,A, 36 months,MORTGAGE,10+ years,-1
42909,B, 36 months,MORTGAGE,9 years,-1
42910,A, 36 months,MORTGAGE,1 year,1
42911,B, 36 months,RENT,3 years,1
42912,C, 36 months,MORTGAGE,4 years,-1
42913,D, 36 months,OWN,10+ years,1
42914,C, 36 months,MORTGAGE,10+ years,-1
42915,D, 60 months,RENT,10+ years,-1
42916,B, 36 months,MORTGAGE,7 years,1
42917,D, 60 months,MORTGAGE,10+ years,-1
42918,C, 36 months,MORTGAGE,6 years,1
42919,C, 36 months,MORTGAGE,7 years,-1
42920,B, 36 months,MORTGAGE,10+ years,1
42921,B, 36 months,MORTGAGE,7 years,1
42922,B, 36 months,RENT,3 years,-1
42923,C, 60 months,RENT,6 years,1
42924,E, 36 months,MORTGAGE,5 years,1
42925,B, 36 months,MORTGAGE,10+ years,1
42926,F, 60 months,MORTGAGE,10+ years,1
42927,D, 36 months,MORTGAGE,3 years,-1
42928,B, 36 months,MORTGAGE,3 years,-1
42929,B, 60 months,RENT,1 year,1
42930,D, 60 months,MORTGAGE,2 years,-1
42931,E, 60 months,MORTGAGE,4 years,1
42932,C, 36 months,MORTGAGE,5 years,1
42933,C, 36 months,MORTGAGE,5 years,1
42934,B, 36 months,OWN,3 years,1
42935,D, 36 months,MORTGAGE,10+ years,-1
42936,D, 36 months,MORTGAGE,8 years,-1
42937,D, 36 months,RENT,10+ years,1
42938,B, 36 months,RENT,1 year,1
42939,C, 36 months,RENT,1 year,-1
42940,B, 36 months,OWN,10+ years,1
42941,A, 36 months,MORTGAGE,6 years,1
42942,C, 36 months,RENT,,1
42943,B, 36 months,RENT,3 years,-1
42944,C, 36 months,MORTGAGE,5 years,1
42945,F, 60 months,MORTGAGE,8 years,-1
42946,B, 60 months,RENT,6 years,1
42947,C, 36 months,MORTGAGE,8 years,1
42948,B, 36 months,MORTGAGE,10+ years,1
42949,D, 36 months,RENT,10+ years,-1
42950,B, 36 months,RENT,8 years,-1
42951,B, 36 months,RENT,3 years,1
42952,A, 60 months,MORTGAGE,10+ years,1
42953,B, 36 months,MORTGAGE,10+ years,1
42954,A, 36 months,MORTGAGE,4 years,1
42955,B, 36 months,RENT,10+ years,1
42956,E, 60 months,MORTGAGE,10+ years,-1
42957,C, 36 months,RENT,7 years,-1
42958,C, 36 months,MORTGAGE,5 years,-1
42959,A, 36 months,RENT,1 year,-1
42960,B, 36 months,RENT,< 1 year,1
42961,A, 36 months,OWN,10+ years,-1
42962,E, 36 months,MORTGAGE,1 year,1
42963,C, 60 months,MORTGAGE,10+ years,1
42964,D, 36 months,RENT,10+ years,1
42965,A, 36 months,RENT,6 years,-1
42966,D, 60 months,RENT,3 years,-1
42967,F, 36 months,RENT,,-1
42968,E, 60 months,MORTGAGE,10+ years,1
42969,F, 60 months,MORTGAGE,6 years,-1
42970,D, 36 months,RENT,4 years,1
42971,C, 60 months,MORTGAGE,10+ years,-1
42972,F, 60 months,OWN,1 year,1
42973,D, 36 months,MORTGAGE,10+ years,1
42974,E, 60 months,MORTGAGE,10+ years,-1
42975,B, 36 months,RENT,4 years,-1
42976,C, 36 months,MORTGAGE,5 years,1
42977,D, 60 months,MORTGAGE,10+ years,-1
42978,D, 60 months,MORTGAGE,10+ years,-1
42979,A, 36 months,MORTGAGE,9 years,1
42980,D, 60 months,RENT,3 years,-1
42981,D, 36 months,MORTGAGE,10+ years,1
42982,C, 36 months,RENT,3 years,1
42983,A, 36 months,MORTGAGE,9 years,1
42984,C, 36 months,MORTGAGE,3 years,-1
42985,F, 36 months,MORTGAGE,< 1 year,1
42986,C, 36 months,RENT,8 years,1
42987,D, 60 months,MORTGAGE,5 years,-1
42988,B, 36 months,RENT,2 years,-1
42989,D, 36 months,RENT,,-1
42990,D, 60 months,RENT,6 years,-1
42991,C, 36 months,MORTGAGE,5 years,1
42992,C, 60 months,MORTGAGE,10+ years,-1
42993,E, 60 months,MORTGAGE,< 1 year,-1
42994,B, 36 months,RENT,10+ years,1
42995,A, 36 months,MORTGAGE,< 1 year,1
42996,D, 36 months,MORTGAGE,1 year,-1
42997,B, 36 months,MORTGAGE,2 years,1
42998,D, 60 months,MORTGAGE,6 years,-1
42999,F, 60 months,MORTGAGE,8 years,-1
43000,C, 60 months,RENT,9 years,-1
43001,A, 36 months,RENT,4 years,-1
43002,B, 36 months,RENT,2 years,1
43003,G, 60 months,RENT,< 1 year,-1
43004,B, 36 months,MORTGAGE,10+ years,-1
43005,C, 60 months,MORTGAGE,10+ years,1
43006,D, 36 months,RENT,3 years,-1
43007,B, 36 months,RENT,7 years,-1
43008,B, 60 months,MORTGAGE,10+ years,-1
43009,C, 36 months,RENT,< 1 year,1
43010,A, 36 months,RENT,< 1 year,1
43011,D, 36 months,MORTGAGE,10+ years,-1
43012,B, 36 months,RENT,5 years,1
43013,C, 60 months,RENT,4 years,1
43014,E, 60 months,MORTGAGE,10+ years,1
43015,A, 36 months,RENT,3 years,1
43016,C, 36 months,MORTGAGE,,1
43017,B, 36 months,MORTGAGE,9 years,1
43018,C, 36 months,RENT,< 1 year,1
43019,D, 36 months,MORTGAGE,10+ years,1
43020,C, 36 months,RENT,5 years,-1
43021,B, 36 months,OWN,10+ years,-1
43022,B, 36 months,MORTGAGE,1 year,1
43023,C, 60 months,RENT,10+ years,-1
43024,D, 36 months,OWN,< 1 year,-1
43025,B, 36 months,MORTGAGE,10+ years,1
43026,D, 36 months,RENT,3 years,1
43027,C, 36 months,MORTGAGE,4 years,-1
43028,E, 60 months,OWN,4 years,-1
43029,D, 36 months,RENT,5 years,1
43030,D, 36 months,RENT,2 years,-1
43031,B, 36 months,MORTGAGE,< 1 year,1
43032,B, 36 months,MORTGAGE,< 1 year,1
43033,C, 36 months,RENT,,-1
43034,B, 36 months,MORTGAGE,9 years,1
43035,B, 36 months,RENT,2 years,1
43036,B, 36 months,MORTGAGE,4 years,-1
43037,B, 36 months,MORTGAGE,6 years,1
43038,B, 36 months,OWN,3 years,1
43039,C, 36 months,MORTGAGE,9 years,1
43040,C, 36 months,OWN,10+ years,-1
43041,C, 60 months,RENT,8 years,-1
43042,C, 60 months,OWN,10+ years,1
43043,A, 36 months,MORTGAGE,9 years,1
43044,C, 36 months,MORTGAGE,9 years,-1
43045,B, 36 months,RENT,9 years,1
43046,C, 36 months,RENT,1 year,1
43047,A, 36 months,RENT,3 years,-1
43048,B, 60 months,MORTGAGE,10+ years,1
43049,A, 36 months,RENT,< 1 year,1
43050,A, 36 months,MORTGAGE,1 year,1
43051,A, 36 months,MORTGAGE,9 years,1
43052,E, 60 months,RENT,6 years,-1
43053,E, 60 months,MORTGAGE,10+ years,-1
43054,C, 36 months,RENT,4 years,1
43055,D, 36 months,RENT,5 years,-1
43056,D, 36 months,MORTGAGE,5 years,-1
43057,E, 60 months,RENT,5 years,-1
43058,C, 36 months,RENT,2 years,-1
43059,E, 36 months,RENT,9 years,-1
43060,A, 36 months,MORTGAGE,7 years,1
43061,E, 60 months,MORTGAGE,9 years,-1
43062,B, 36 months,RENT,10+ years,1
43063,A, 36 months,RENT,7 years,1
43064,D, 60 months,MORTGAGE,10+ years,1
43065,B, 36 months,MORTGAGE,10+ years,1
43066,E, 60 months,RENT,8 years,-1
43067,B, 36 months,MORTGAGE,8 years,-1
43068,D, 36 months,OWN,3 years,1
43069,D, 36 months,OWN,4 years,-1
43070,C, 60 months,RENT,10+ years,-1
43071,A, 36 months,MORTGAGE,1 year,1
43072,B, 60 months,MORTGAGE,10+ years,1
43073,D, 36 months,MORTGAGE,5 years,-1
43074,B, 36 months,RENT,1 year,1
43075,F, 60 months,RENT,5 years,-1
43076,B, 36 months,MORTGAGE,3 years,1
43077,C, 36 months,RENT,8 years,-1
43078,B, 36 months,RENT,4 years,1
43079,B, 36 months,MORTGAGE,2 years,1
43080,D, 60 months,MORTGAGE,7 years,1
43081,D, 60 months,RENT,3 years,-1
43082,A, 36 months,MORTGAGE,5 years,1
43083,A, 36 months,MORTGAGE,< 1 year,1
43084,B, 36 months,RENT,5 years,1
43085,B, 36 months,MORTGAGE,8 years,1
43086,D, 36 months,MORTGAGE,,-1
43087,E, 36 months,RENT,6 years,1
43088,B, 36 months,RENT,< 1 year,-1
43089,F, 60 months,MORTGAGE,10+ years,-1
43090,C, 60 months,RENT,6 years,1
43091,E, 60 months,RENT,9 years,1
43092,D, 36 months,MORTGAGE,10+ years,1
43093,A, 36 months,RENT,9 years,1
43094,C, 36 months,RENT,10+ years,-1
43095,B, 36 months,RENT,2 years,1
43096,B, 36 months,OWN,,1
43097,A, 36 months,RENT,10+ years,1
43098,B, 36 months,RENT,10+ years,1
43099,C, 36 months,MORTGAGE,8 years,-1
43100,C, 36 months,MORTGAGE,10+ years,1
43101,B, 36 months,MORTGAGE,6 years,-1
43102,A, 36 months,RENT,1 year,1
43103,A, 36 months,RENT,10+ years,-1
43104,D, 36 months,MORTGAGE,10+ years,1
43105,C, 36 months,OWN,< 1 year,-1
43106,B, 36 months,RENT,5 years,-1
43107,B, 36 months,MORTGAGE,5 years,1
43108,D, 36 months,RENT,2 years,-1
43109,A, 36 months,OWN,1 year,1
43110,D, 36 months,MORTGAGE,9 years,-1
43111,E, 60 months,MORTGAGE,10+ years,-1
43112,B, 36 months,RENT,4 years,-1
43113,C, 36 months,RENT,10+ years,1
43114,C, 36 months,MORTGAGE,3 years,1
43115,C, 36 months,RENT,1 year,1
43116,B, 36 months,RENT,3 years,1
43117,D, 36 months,RENT,5 years,1
43118,D, 36 months,MORTGAGE,2 years,1
43119,A, 36 months,RENT,3 years,1
43120,C, 36 months,RENT,2 years,-1
43121,D, 60 months,MORTGAGE,8 years,-1
43122,D, 36 months,MORTGAGE,4 years,1
43123,A, 36 months,MORTGAGE,7 years,1
43124,B, 36 months,RENT,5 years,1
43125,B, 36 months,MORTGAGE,5 years,-1
43126,B, 36 months,MORTGAGE,1 year,-1
43127,D, 36 months,MORTGAGE,10+ years,1
43128,B, 36 months,MORTGAGE,< 1 year,1
43129,A, 36 months,OWN,8 years,1
43130,B, 36 months,RENT,4 years,1
43131,B, 36 months,OWN,1 year,1
43132,E, 60 months,MORTGAGE,10+ years,-1
43133,B, 36 months,RENT,5 years,-1
43134,F, 60 months,RENT,10+ years,-1
43135,B, 36 months,OWN,2 years,1
43136,D, 60 months,RENT,5 years,-1
43137,C, 36 months,RENT,3 years,1
43138,C, 36 months,MORTGAGE,5 years,1
43139,A, 36 months,MORTGAGE,6 years,-1
43140,B, 36 months,RENT,10+ years,-1
43141,C, 36 months,RENT,5 years,-1
43142,F, 60 months,MORTGAGE,9 years,-1
43143,C, 36 months,RENT,9 years,1
43144,B, 36 months,RENT,2 years,-1
43145,C, 36 months,RENT,3 years,-1
43146,A, 36 months,MORTGAGE,3 years,1
43147,C, 36 months,MORTGAGE,6 years,-1
43148,C, 36 months,MORTGAGE,1 year,-1
43149,A, 36 months,MORTGAGE,< 1 year,1
43150,C, 36 months,MORTGAGE,10+ years,-1
43151,B, 60 months,MORTGAGE,10+ years,1
43152,C, 36 months,MORTGAGE,< 1 year,1
43153,C, 36 months,RENT,1 year,1
43154,E, 36 months,RENT,< 1 year,1
43155,C, 60 months,OWN,< 1 year,-1
43156,D, 36 months,RENT,10+ years,-1
43157,E, 36 months,RENT,10+ years,-1
43158,F, 60 months,RENT,6 years,-1
43159,A, 36 months,MORTGAGE,2 years,1
43160,C, 60 months,MORTGAGE,10+ years,1
43161,B, 36 months,RENT,9 years,1
43162,B, 36 months,MORTGAGE,8 years,1
43163,C, 36 months,RENT,2 years,1
43164,B, 36 months,RENT,5 years,1
43165,B, 36 months,MORTGAGE,< 1 year,1
43166,C, 36 months,RENT,< 1 year,1
43167,C, 36 months,RENT,3 years,1
43168,F, 60 months,MORTGAGE,8 years,1
43169,C, 36 months,MORTGAGE,10+ years,-1
43170,D, 36 months,OWN,5 years,1
43171,A, 36 months,MORTGAGE,5 years,1
43172,B, 36 months,RENT,2 years,-1
43173,D, 36 months,MORTGAGE,7 years,-1
43174,A, 36 months,MORTGAGE,9 years,1
43175,D, 60 months,RENT,7 years,-1
43176,C, 36 months,RENT,< 1 year,-1
43177,B, 60 months,RENT,6 years,-1
43178,C, 36 months,MORTGAGE,1 year,1
43179,B, 36 months,MORTGAGE,10+ years,-1
43180,C, 60 months,RENT,6 years,-1
43181,B, 36 months,RENT,< 1 year,-1
43182,B, 36 months,RENT,7 years,-1
43183,B, 36 months,OWN,3 years,1
43184,D, 36 months,RENT,6 years,-1
43185,E, 60 months,RENT,8 years,-1
43186,B, 36 months,RENT,< 1 year,1
43187,F, 60 months,MORTGAGE,6 years,-1
43188,C, 36 months,MORTGAGE,10+ years,-1
43189,D, 36 months,MORTGAGE,10+ years,1
43190,B, 60 months,MORTGAGE,< 1 year,-1
43191,A, 36 months,MORTGAGE,6 years,1
43192,E, 60 months,MORTGAGE,4 years,-1
43193,E, 60 months,MORTGAGE,10+ years,1
43194,F, 60 months,MORTGAGE,1 year,-1
43195,B, 36 months,RENT,,-1
43196,B, 36 months,MORTGAGE,7 years,1
43197,D, 36 months,MORTGAGE,8 years,-1
43198,D, 36 months,RENT,1 year,1
43199,B, 36 months,RENT,< 1 year,1
43200,E, 36 months,RENT,4 years,-1
43201,D, 60 months,RENT,6 years,-1
43202,B, 36 months,RENT,10+ years,-1
43203,C, 36 months,MORTGAGE,9 years,-1
43204,B, 36 months,RENT,10+ years,-1
43205,C, 36 months,RENT,2 years,-1
43206,A, 36 months,RENT,< 1 year,1
43207,C, 36 months,RENT,7 years,-1
43208,B, 36 months,MORTGAGE,10+ years,1
43209,B, 36 months,RENT,10+ years,-1
43210,B, 36 months,RENT,3 years,1
43211,B, 60 months,MORTGAGE,< 1 year,-1
43212,B, 36 months,RENT,1 year,-1
43213,B, 36 months,RENT,10+ years,-1
43214,D, 36 months,MORTGAGE,1 year,-1
43215,C, 60 months,MORTGAGE,3 years,-1
43216,D, 36 months,MORTGAGE,10+ years,1
43217,E, 60 months,MORTGAGE,10+ years,-1
43218,B, 36 months,MORTGAGE,6 years,1
43219,B, 36 months,RENT,4 years,-1
43220,G, 36 months,MORTGAGE,2 years,-1
43221,D, 60 months,RENT,10+ years,-1
43222,D, 36 months,RENT,6 years,-1
43223,D, 36 months,RENT,< 1 year,1
43224,E, 36 months,RENT,< 1 year,-1
43225,B, 36 months,MORTGAGE,10+ years,-1
43226,C, 60 months,MORTGAGE,4 years,1
43227,C, 36 months,RENT,9 years,1
43228,B, 36 months,RENT,6 years,-1
43229,B, 36 months,MORTGAGE,10+ years,-1
43230,E, 60 months,MORTGAGE,9 years,1
43231,B, 36 months,MORTGAGE,10+ years,1
43232,C, 36 months,MORTGAGE,6 years,-1
43233,A, 36 months,MORTGAGE,< 1 year,1
43234,B, 36 months,RENT,6 years,1
43235,B, 36 months,MORTGAGE,6 years,1
43236,A, 36 months,MORTGAGE,3 years,1
43237,C, 36 months,RENT,6 years,1
43238,A, 36 months,MORTGAGE,7 years,-1
43239,B, 36 months,MORTGAGE,2 years,1
43240,B, 36 months,RENT,4 years,1
43241,D, 60 months,MORTGAGE,8 years,-1
43242,F, 60 months,MORTGAGE,6 years,1
43243,D, 36 months,RENT,2 years,-1
43244,D, 36 months,MORTGAGE,10+ years,1
43245,A, 36 months,RENT,5 years,1
43246,D, 60 months,RENT,10+ years,-1
43247,B, 36 months,RENT,2 years,1
43248,F, 36 months,MORTGAGE,< 1 year,1
43249,B, 36 months,RENT,,-1
43250,F, 60 months,RENT,7 years,-1
43251,D, 60 months,MORTGAGE,7 years,1
43252,B, 36 months,RENT,4 years,1
43253,D, 60 months,MORTGAGE,3 years,1
43254,B, 36 months,MORTGAGE,10+ years,-1
43255,D, 36 months,MORTGAGE,10+ years,1
43256,B, 36 months,MORTGAGE,10+ years,1
43257,E, 36 months,RENT,2 years,-1
43258,B, 60 months,OWN,5 years,-1
43259,C, 36 months,RENT,8 years,1
43260,B, 60 months,MORTGAGE,< 1 year,-1
43261,B, 36 months,MORTGAGE,10+ years,-1
43262,D, 36 months,RENT,10+ years,-1
43263,B, 60 months,MORTGAGE,7 years,1
43264,C, 36 months,MORTGAGE,5 years,-1
43265,C, 36 months,MORTGAGE,10+ years,1
43266,B, 36 months,MORTGAGE,4 years,-1
43267,C, 36 months,RENT,< 1 year,-1
43268,A, 36 months,MORTGAGE,9 years,1
43269,B, 36 months,MORTGAGE,10+ years,1
43270,A, 36 months,OWN,< 1 year,1
43271,A, 36 months,MORTGAGE,9 years,1
43272,B, 36 months,MORTGAGE,10+ years,-1
43273,E, 60 months,MORTGAGE,10+ years,-1
43274,F, 36 months,OWN,9 years,-1
43275,B, 36 months,RENT,8 years,-1
43276,C, 36 months,MORTGAGE,< 1 year,-1
43277,C, 36 months,MORTGAGE,10+ years,1
43278,B, 36 months,RENT,10+ years,1
43279,C, 36 months,OWN,,-1
43280,D, 60 months,MORTGAGE,6 years,-1
43281,E, 36 months,RENT,,-1
43282,C, 60 months,MORTGAGE,10+ years,1
43283,A, 36 months,RENT,< 1 year,1
43284,C, 36 months,OWN,3 years,1
43285,A, 36 months,MORTGAGE,5 years,1
43286,C, 36 months,RENT,10+ years,1
43287,C, 36 months,RENT,10+ years,1
43288,B, 36 months,MORTGAGE,10+ years,-1
43289,F, 60 months,RENT,10+ years,-1
43290,E, 60 months,RENT,10+ years,-1
43291,F, 60 months,RENT,7 years,-1
43292,D, 36 months,RENT,10+ years,-1
43293,A, 36 months,RENT,9 years,-1
43294,D, 60 months,MORTGAGE,6 years,1
43295,C, 60 months,RENT,7 years,-1
43296,A, 36 months,MORTGAGE,2 years,1
43297,B, 36 months,MORTGAGE,10+ years,-1
43298,C, 36 months,RENT,10+ years,1
43299,C, 36 months,MORTGAGE,8 years,1
43300,B, 36 months,RENT,1 year,1
43301,G, 60 months,MORTGAGE,4 years,-1
43302,D, 36 months,RENT,1 year,-1
43303,C, 60 months,RENT,< 1 year,1
43304,B, 36 months,MORTGAGE,9 years,-1
43305,C, 36 months,MORTGAGE,10+ years,1
43306,D, 36 months,RENT,2 years,-1
43307,D, 60 months,RENT,3 years,1
43308,D, 36 months,OWN,10+ years,-1
43309,A, 36 months,MORTGAGE,10+ years,-1
43310,D, 60 months,RENT,7 years,-1
43311,C, 36 months,RENT,< 1 year,1
43312,B, 36 months,MORTGAGE,10+ years,-1
43313,E, 60 months,RENT,5 years,-1
43314,D, 36 months,MORTGAGE,2 years,-1
43315,A, 36 months,MORTGAGE,10+ years,1
43316,A, 36 months,RENT,2 years,1
43317,E, 36 months,RENT,10+ years,-1
43318,C, 36 months,RENT,< 1 year,-1
43319,E, 36 months,RENT,2 years,-1
43320,A, 36 months,MORTGAGE,10+ years,1
43321,A, 36 months,MORTGAGE,10+ years,1
43322,C, 36 months,RENT,2 years,-1
43323,B, 36 months,MORTGAGE,10+ years,-1
43324,A, 36 months,MORTGAGE,10+ years,1
43325,D, 36 months,RENT,,1
43326,C, 60 months,RENT,8 years,-1
43327,C, 36 months,RENT,< 1 year,-1
43328,B, 36 months,RENT,5 years,-1
43329,B, 36 months,MORTGAGE,9 years,1
43330,A, 36 months,MORTGAGE,3 years,1
43331,C, 60 months,MORTGAGE,2 years,-1
43332,A, 36 months,MORTGAGE,2 years,-1
43333,E, 36 months,RENT,10+ years,-1
43334,D, 60 months,MORTGAGE,5 years,-1
43335,B, 36 months,MORTGAGE,2 years,1
43336,B, 36 months,MORTGAGE,10+ years,1
43337,C, 60 months,MORTGAGE,1 year,1
43338,E, 60 months,RENT,5 years,-1
43339,A, 36 months,MORTGAGE,4 years,-1
43340,A, 36 months,RENT,9 years,-1
43341,C, 36 months,RENT,3 years,-1
43342,C, 36 months,MORTGAGE,1 year,1
43343,G, 36 months,OWN,10+ years,-1
43344,E, 60 months,MORTGAGE,8 years,1
43345,D, 36 months,MORTGAGE,2 years,-1
43346,A, 36 months,RENT,3 years,1
43347,D, 36 months,MORTGAGE,10+ years,1
43348,E, 36 months,RENT,10+ years,1
43349,G, 60 months,RENT,6 years,-1
43350,C, 36 months,MORTGAGE,7 years,-1
43351,E, 60 months,RENT,10+ years,-1
43352,E, 60 months,MORTGAGE,1 year,-1
43353,B, 36 months,RENT,< 1 year,-1
43354,D, 36 months,RENT,< 1 year,1
43355,D, 36 months,RENT,3 years,-1
43356,E, 60 months,MORTGAGE,5 years,1
43357,A, 36 months,MORTGAGE,10+ years,-1
43358,B, 36 months,RENT,2 years,1
43359,B, 36 months,MORTGAGE,3 years,1
43360,D, 36 months,MORTGAGE,10+ years,1
43361,D, 36 months,RENT,7 years,1
43362,C, 60 months,RENT,2 years,-1
43363,A, 36 months,MORTGAGE,7 years,1
43364,D, 36 months,MORTGAGE,10+ years,-1
43365,D, 36 months,RENT,10+ years,-1
43366,A, 36 months,RENT,10+ years,-1
43367,C, 60 months,RENT,10+ years,-1
43368,C, 36 months,RENT,7 years,-1
43369,C, 36 months,RENT,< 1 year,1
43370,C, 60 months,RENT,5 years,-1
43371,C, 36 months,RENT,7 years,1
43372,B, 36 months,RENT,10+ years,1
43373,C, 60 months,RENT,8 years,-1
43374,B, 36 months,RENT,3 years,-1
43375,C, 36 months,RENT,10+ years,-1
43376,D, 36 months,RENT,6 years,1
43377,D, 36 months,OWN,1 year,-1
43378,A, 36 months,RENT,10+ years,-1
43379,B, 36 months,RENT,5 years,1
43380,B, 36 months,MORTGAGE,10+ years,1
43381,A, 36 months,OWN,5 years,1
43382,C, 60 months,MORTGAGE,10+ years,-1
43383,A, 36 months,MORTGAGE,5 years,1
43384,B, 36 months,MORTGAGE,10+ years,1
43385,E, 60 months,MORTGAGE,10+ years,1
43386,E, 60 months,MORTGAGE,7 years,-1
43387,A, 36 months,MORTGAGE,3 years,1
43388,E, 60 months,MORTGAGE,10+ years,-1
